,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Season,Review Rating,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Frequency_of_Purchases
429,42,1,14,2,94,3,4.1,1,21,1,Fortnightly,3
430,24,1,16,1,40,2,3.5,1,40,3,Annually,0
431,43,1,8,0,76,3,3.4,1,33,1,Fortnightly,3
432,47,1,16,1,86,0,3.3,1,26,5,Weekly,6
433,49,1,19,1,92,0,3.2,1,23,2,Fortnightly,3
434,50,1,17,2,52,1,4.0,1,39,4,Every 3 Months,2
435,51,1,4,3,28,3,3.6,1,42,0,Monthly,4
436,40,1,13,1,46,2,4.6,1,41,0,Weekly,6
437,45,1,12,0,50,2,2.6,1,41,4,Annually,0
438,52,1,1,0,23,3,4.3,1,12,2,Fortnightly,3
439,62,1,10,3,50,2,3.4,1,31,1,Monthly,4
440,20,1,16,1,89,3,3.5,1,34,3,Fortnightly,3
441,43,1,9,1,81,3,4.2,1,32,2,Annually,0
442,29,1,22,0,69,0,3.5,1,31,2,Quarterly,5
443,22,1,22,0,67,2,3.6,1,24,4,Annually,0
444,48,1,5,1,20,2,4.3,1,31,3,Annually,0
445,42,1,3,2,29,0,4.9,1,18,5,Annually,0
446,19,1,16,1,74,2,4.1,1,15,5,Monthly,4
447,60,1,18,1,82,1,3.6,1,7,0,Every 3 Months,2
448,32,1,6,0,23,2,3.4,1,35,0,Fortnightly,3
449,26,1,12,0,45,2,2.9,1,35,0,Monthly,4
450,25,1,3,2,21,2,2.7,1,19,2,Monthly,4
451,66,1,12,0,31,2,4.3,1,26,2,Fortnightly,3
452,45,1,13,1,45,2,3.3,1,39,4,Fortnightly,3
453,54,1,12,0,56,3,2.8,1,22,2,Weekly,6
454,37,1,10,3,97,2,3.2,1,14,1,Bi-Weekly,1
455,54,1,2,1,100,0,3.6,1,50,3,Fortnightly,3
456,50,1,2,1,96,0,4.0,1,33,2,Quarterly,5
457,25,1,6,0,99,1,4.9,1,48,3,Every 3 Months,2
458,47,1,18,1,91,3,4.0,1,48,4,Monthly,4
459,63,1,8,0,30,3,3.8,1,27,4,Fortnightly,3
460,64,1,17,2,65,2,3.7,1,27,0,Weekly,6
461,18,1,3,2,93,3,3.9,1,20,5,Weekly,6
462,59,1,10,3,81,0,3.3,1,48,5,Every 3 Months,2
463,37,1,12,0,81,2,2.7,1,29,5,Weekly,6
464,23,1,22,0,52,3,4.7,1,45,4,Monthly,4
465,54,1,19,1,88,2,2.8,1,25,1,Quarterly,5
466,38,1,11,1,24,3,4.6,1,25,4,Weekly,6
467,19,1,0,0,51,1,4.5,1,37,3,Every 3 Months,2
468,34,1,0,0,38,0,5.0,1,16,1,Quarterly,5
469,21,1,18,1,46,0,4.1,1,30,3,Bi-Weekly,1
470,50,1,5,1,63,2,4.6,1,6,1,Every 3 Months,2
471,55,1,15,0,72,3,4.9,1,36,0,Quarterly,5
472,20,1,11,1,39,3,3.9,1,3,0,Quarterly,5
473,34,1,4,3,42,1,3.9,1,29,4,Every 3 Months,2
474,62,1,23,1,76,2,2.6,1,15,1,Quarterly,5
475,21,1,20,2,66,2,2.7,1,18,3,Annually,0
476,21,1,15,0,90,1,3.5,1,2,3,Fortnightly,3
477,42,1,23,1,56,2,3.7,1,49,3,Weekly,6
478,35,1,12,0,43,3,3.2,1,48,5,Annually,0
479,39,1,7,0,84,3,3.3,1,43,5,Monthly,4
480,68,1,9,1,88,2,4.8,1,30,3,Bi-Weekly,1
481,46,1,8,0,88,0,3.2,1,10,4,Fortnightly,3
482,41,1,1,0,42,3,2.5,1,11,5,Annually,0
483,23,1,9,1,73,0,3.9,1,12,3,Weekly,6
484,68,1,8,0,73,2,4.7,1,28,0,Quarterly,5
485,48,1,17,2,44,1,2.6,1,36,3,Fortnightly,3
486,38,1,14,2,63,0,2.8,1,37,5,Every 3 Months,2
487,41,1,10,3,68,3,4.4,1,22,2,Quarterly,5
488,58,1,23,1,29,1,4.6,1,32,5,Weekly,6
489,49,1,21,1,85,2,3.2,1,40,4,Annually,0
490,57,1,20,2,42,3,4.2,1,47,1,Monthly,4
491,49,1,4,3,69,2,3.7,1,24,2,Bi-Weekly,1
492,50,1,16,1,62,0,3.9,1,11,3,Weekly,6
493,28,1,0,0,48,2,4.7,1,19,1,Bi-Weekly,1
494,38,1,3,2,68,3,4.5,1,42,3,Weekly,6
495,33,1,7,0,36,0,3.3,1,6,3,Fortnightly,3
496,30,1,5,1,63,0,3.3,1,31,5,Fortnightly,3
497,43,1,20,2,39,3,4.6,1,31,1,Weekly,6
498,43,1,3,2,78,1,3.6,1,27,0,Monthly,4
499,36,1,17,2,99,3,4.8,1,24,4,Monthly,4
500,36,1,24,1,31,0,4.8,1,35,5,Every 3 Months,2
501,64,1,3,2,45,1,2.9,1,21,5,Annually,0
502,59,1,13,1,30,0,2.8,1,8,4,Fortnightly,3
503,55,1,17,2,24,2,3.2,1,26,0,Quarterly,5
504,42,1,17,2,22,3,3.9,1,26,4,Annually,0
505,61,1,24,1,63,1,4.3,1,9,1,Bi-Weekly,1
506,28,1,15,0,40,0,2.7,1,48,3,Annually,0
507,65,1,18,1,20,1,5.0,1,33,3,Fortnightly,3
508,27,1,12,0,20,3,3.7,1,31,4,Quarterly,5
509,41,1,24,1,80,2,3.9,1,17,3,Weekly,6
510,21,1,16,1,87,0,3.9,1,22,5,Annually,0
511,61,1,16,1,46,0,3.1,1,8,4,Annually,0
512,19,1,6,0,49,3,3.3,1,2,0,Monthly,4
513,22,1,15,0,65,0,3.6,1,45,5,Annually,0
514,64,1,19,1,62,3,4.3,1,47,4,Quarterly,5
515,28,1,8,0,67,1,4.5,1,7,1,Monthly,4
516,34,1,9,1,41,0,2.8,1,19,3,Bi-Weekly,1
517,61,1,3,2,49,0,2.7,1,44,1,Every 3 Months,2
518,24,1,2,1,100,0,2.9,1,16,5,Every 3 Months,2
519,19,1,1,0,54,2,4.4,1,17,0,Quarterly,5
520,51,1,22,0,84,1,3.9,1,20,3,Quarterly,5
521,36,1,18,1,41,3,3.5,1,50,0,Annually,0
522,65,1,6,0,88,1,2.5,1,37,1,Quarterly,5
523,46,1,14,2,40,1,4.9,1,5,4,Quarterly,5
524,59,1,16,1,39,2,4.8,1,44,4,Annually,0
525,51,1,4,3,37,1,3.2,1,41,3,Monthly,4
526,51,1,13,1,52,3,4.9,1,19,1,Monthly,4
527,21,1,24,1,23,3,4.3,1,47,0,Every 3 Months,2
528,34,1,20,2,88,3,3.2,1,40,1,Annually,0
529,32,1,18,1,84,0,3.7,1,6,2,Monthly,4
530,48,1,4,3,37,3,3.2,1,25,2,Bi-Weekly,1
531,50,1,14,2,51,0,3.4,1,42,1,Weekly,6
532,26,1,13,1,76,3,4.1,1,35,0,Every 3 Months,2
533,57,1,14,2,60,1,4.5,1,17,3,Weekly,6
534,65,1,6,0,72,0,4.5,1,4,4,Quarterly,5
535,56,1,24,1,45,1,3.2,1,24,0,Weekly,6
536,44,1,10,3,84,0,4.4,1,16,3,Every 3 Months,2
537,50,1,2,1,49,2,3.0,1,14,3,Annually,0
538,27,1,21,1,22,1,3.2,1,43,1,Weekly,6
539,49,1,4,3,48,3,4.0,1,49,3,Weekly,6
540,49,1,5,1,37,1,3.1,1,33,1,Every 3 Months,2
541,52,1,10,3,27,0,2.8,1,45,1,Bi-Weekly,1
542,27,1,3,2,79,1,4.6,1,35,1,Bi-Weekly,1
543,53,1,19,1,98,1,4.3,1,11,2,Monthly,4
544,34,1,14,2,64,2,3.3,1,30,0,Every 3 Months,2
545,33,1,4,3,32,2,3.5,1,48,3,Annually,0
546,62,1,9,1,74,3,3.4,1,45,5,Bi-Weekly,1
547,38,1,10,3,50,3,2.8,1,26,5,Weekly,6
548,36,1,0,0,64,3,4.6,1,41,3,Every 3 Months,2
549,31,1,0,0,29,0,3.6,1,37,5,Bi-Weekly,1
550,62,1,1,0,62,2,3.3,1,12,4,Weekly,6
551,29,1,4,3,78,0,3.1,1,27,1,Bi-Weekly,1
552,24,1,24,1,94,0,3.5,1,18,0,Weekly,6
553,63,1,22,0,59,3,3.2,1,15,2,Quarterly,5
554,56,1,20,2,47,2,3.0,1,34,0,Weekly,6
555,63,1,6,0,57,0,4.8,1,37,5,Annually,0
556,40,1,4,3,90,3,5.0,1,21,1,Fortnightly,3
557,18,1,16,1,60,1,2.9,1,31,3,Weekly,6
558,50,1,20,2,77,0,3.2,1,43,3,Every 3 Months,2
559,66,1,15,0,41,0,2.9,1,22,0,Monthly,4
560,25,1,12,0,48,0,3.3,1,12,3,Annually,0
561,65,1,10,3,65,0,2.6,1,25,4,Fortnightly,3
562,53,1,11,1,62,2,3.5,1,40,3,Annually,0
563,61,1,17,2,99,0,4.4,1,16,3,Quarterly,5
564,67,1,9,1,58,3,3.4,1,30,0,Weekly,6
565,59,1,0,0,43,0,4.2,1,10,5,Weekly,6
566,55,1,20,2,93,1,3.6,1,1,3,Fortnightly,3
567,21,1,2,1,50,3,3.0,1,24,5,Fortnightly,3
568,44,1,13,1,88,2,4.0,1,36,4,Monthly,4
569,65,1,19,1,33,0,4.4,1,46,2,Every 3 Months,2
570,65,1,24,1,99,0,4.1,1,20,1,Annually,0
571,54,1,10,3,76,1,3.6,1,37,5,Weekly,6
572,56,1,15,0,97,2,4.6,1,26,0,Annually,0
573,58,1,13,1,68,2,3.2,1,23,2,Bi-Weekly,1
574,54,1,20,2,79,0,4.8,1,20,0,Bi-Weekly,1
575,58,1,11,1,86,0,4.8,1,38,4,Monthly,4
576,48,1,8,0,68,3,5.0,1,5,2,Every 3 Months,2
577,19,1,19,1,52,0,3.7,1,41,5,Annually,0
578,69,1,14,2,90,0,4.6,1,22,2,Fortnightly,3
579,58,1,14,2,41,3,3.7,1,48,2,Annually,0
580,49,1,23,1,80,1,4.1,1,10,4,Weekly,6
581,32,1,23,1,100,3,2.7,1,12,0,Every 3 Months,2
582,40,1,10,3,77,1,4.9,1,2,0,Quarterly,5
583,25,1,18,1,78,1,4.0,1,38,4,Monthly,4
584,70,1,21,1,94,1,4.7,1,20,3,Monthly,4
585,69,1,21,1,23,0,2.8,1,5,1,Every 3 Months,2
586,45,1,9,1,20,3,4.9,1,9,5,Annually,0
587,29,1,21,1,86,0,4.2,1,48,3,Every 3 Months,2
588,47,1,3,2,60,0,3.0,1,9,3,Quarterly,5
589,28,1,16,1,70,0,3.4,1,40,4,Annually,0
590,64,1,1,0,39,0,4.6,1,30,5,Fortnightly,3
591,47,1,0,0,37,0,4.2,1,6,3,Bi-Weekly,1
592,60,1,3,2,29,0,3.2,1,42,5,Every 3 Months,2
593,67,1,4,3,35,3,4.4,1,9,4,Every 3 Months,2
594,35,1,9,1,83,3,2.5,1,6,3,Monthly,4
595,30,1,17,2,77,2,3.6,1,47,4,Quarterly,5
596,23,1,17,2,37,2,4.5,1,36,5,Annually,0
597,70,1,12,0,69,2,3.4,1,19,0,Fortnightly,3
598,21,1,5,1,66,3,3.2,1,30,1,Every 3 Months,2
599,51,1,3,2,26,1,4.2,1,27,3,Every 3 Months,2
600,22,1,8,0,63,1,5.0,1,25,5,Monthly,4
601,32,1,0,0,38,2,4.7,1,5,1,Fortnightly,3
602,37,1,17,2,58,2,4.2,1,10,1,Every 3 Months,2
603,31,1,7,0,46,3,3.4,1,26,4,Every 3 Months,2
604,44,1,22,0,92,0,4.4,1,11,2,Every 3 Months,2
605,40,1,8,0,32,3,4.2,1,17,0,Weekly,6
606,27,1,15,0,90,1,4.5,1,44,4,Monthly,4
607,47,1,9,1,23,0,2.8,1,44,1,Monthly,4
608,41,1,0,0,25,0,3.3,1,21,5,Every 3 Months,2
609,51,1,23,1,54,0,4.6,1,49,2,Fortnightly,3
610,53,1,18,1,72,2,2.5,1,27,0,Every 3 Months,2
611,43,1,15,0,33,3,4.7,1,19,1,Monthly,4
612,67,1,8,0,43,0,4.6,1,33,2,Quarterly,5
613,61,1,4,3,51,0,2.6,1,46,1,Bi-Weekly,1
614,68,1,12,0,85,3,4.0,1,21,2,Bi-Weekly,1
615,67,1,14,2,100,2,2.6,1,23,5,Annually,0
616,29,1,6,0,72,1,4.6,1,38,2,Every 3 Months,2
617,50,1,0,0,57,0,2.6,1,2,0,Quarterly,5
618,61,1,10,3,94,1,4.0,1,21,3,Bi-Weekly,1
619,19,1,0,0,34,2,4.6,1,1,3,Every 3 Months,2
620,33,1,0,0,89,0,3.7,1,10,5,Every 3 Months,2
621,51,1,22,0,27,0,4.4,1,45,2,Weekly,6
622,69,1,21,1,63,1,4.0,1,44,0,Fortnightly,3
623,19,1,17,2,70,0,4.7,1,48,4,Bi-Weekly,1
624,55,1,13,1,87,0,3.4,1,21,4,Annually,0
625,49,1,12,0,79,0,4.0,1,1,5,Weekly,6
626,31,1,22,0,79,1,3.9,1,10,5,Annually,0
627,42,1,14,2,44,3,4.1,1,24,4,Monthly,4
628,69,1,23,1,85,0,3.7,1,29,2,Monthly,4
629,26,1,17,2,90,1,4.7,1,11,3,Annually,0
630,41,1,12,0,94,0,4.3,1,33,3,Annually,0
631,55,1,3,2,68,2,4.1,1,27,1,Fortnightly,3
632,35,1,0,0,51,3,3.9,1,19,5,Fortnightly,3
633,66,1,14,2,33,1,2.9,1,50,3,Quarterly,5
634,36,1,20,2,60,2,3.9,1,46,4,Weekly,6
635,27,1,9,1,59,0,4.3,1,28,1,Quarterly,5
636,41,1,7,0,30,2,2.8,1,14,0,Every 3 Months,2
637,21,1,23,1,20,3,3.4,1,46,1,Fortnightly,3
638,53,1,14,2,20,2,2.7,1,41,4,Monthly,4
639,54,1,5,1,24,1,4.0,1,50,2,Annually,0
640,53,1,19,1,88,2,4.4,1,28,3,Fortnightly,3
641,47,1,2,1,78,3,3.9,1,23,2,Every 3 Months,2
642,64,1,19,1,25,1,2.8,1,14,3,Bi-Weekly,1
643,18,1,23,1,57,3,3.2,1,10,0,Every 3 Months,2
644,68,1,0,0,93,2,4.3,1,37,1,Weekly,6
645,62,1,9,1,42,2,4.2,1,15,5,Bi-Weekly,1
646,51,1,3,2,54,1,4.9,1,19,5,Bi-Weekly,1
647,54,1,2,1,70,2,3.7,1,23,2,Fortnightly,3
648,22,1,9,1,31,3,4.1,1,35,2,Weekly,6
649,53,1,13,1,93,1,4.2,1,33,4,Every 3 Months,2
650,34,1,6,0,40,1,3.9,1,12,0,Annually,0
651,32,1,8,0,32,2,2.9,1,41,5,Fortnightly,3
652,64,1,22,0,27,3,3.1,1,27,5,Weekly,6
653,20,1,15,0,68,3,3.6,1,45,1,Fortnightly,3
654,24,1,7,0,59,2,4.4,1,23,5,Annually,0
655,20,1,7,0,36,0,3.1,1,19,5,Monthly,4
656,42,1,11,1,23,2,3.9,1,6,4,Quarterly,5
657,48,1,10,3,80,3,4.3,1,6,4,Quarterly,5
658,62,1,0,0,37,0,4.9,1,20,5,Weekly,6
659,62,1,18,1,52,1,3.6,1,8,1,Weekly,6
660,50,1,4,3,79,0,5.0,1,39,2,Quarterly,5
661,57,1,16,1,68,0,4.1,1,39,2,Quarterly,5
662,24,1,6,0,98,0,2.8,1,39,5,Bi-Weekly,1
663,59,1,5,1,83,0,4.7,1,23,2,Monthly,4
664,63,1,13,1,83,3,4.4,1,41,4,Bi-Weekly,1
665,41,1,13,1,55,1,4.9,1,50,2,Annually,0
666,35,1,9,1,26,3,3.1,1,30,3,Quarterly,5
667,34,1,22,0,76,3,2.6,1,32,0,Quarterly,5
668,49,1,24,1,85,0,2.9,1,35,0,Monthly,4
669,43,1,10,3,89,1,3.3,1,45,5,Bi-Weekly,1
670,63,1,23,1,41,1,4.8,1,37,1,Bi-Weekly,1
671,38,1,10,3,30,3,4.7,1,45,1,Weekly,6
672,59,1,21,1,53,3,3.3,1,29,1,Quarterly,5
673,35,1,16,1,66,1,4.2,1,27,5,Bi-Weekly,1
674,48,1,12,0,33,3,4.7,1,36,0,Annually,0
675,64,1,22,0,86,1,2.6,1,9,1,Annually,0
676,28,1,13,1,60,3,2.9,1,38,5,Bi-Weekly,1
677,60,1,21,1,62,2,2.7,1,41,4,Annually,0
678,27,1,2,1,74,0,3.3,1,25,3,Every 3 Months,2
679,56,1,14,2,95,0,3.4,1,37,5,Fortnightly,3
680,58,1,20,2,25,1,4.2,1,3,4,Annually,0
681,30,1,16,1,59,3,3.8,1,24,2,Every 3 Months,2
682,23,1,10,3,29,2,4.0,1,49,2,Bi-Weekly,1
683,33,1,14,2,36,3,2.7,1,3,0,Monthly,4
684,63,1,8,0,82,2,4.7,1,42,3,Monthly,4
685,70,1,2,1,71,3,3.5,1,32,1,Fortnightly,3
686,70,1,23,1,35,0,3.0,1,33,5,Fortnightly,3
687,19,1,6,0,38,3,3.3,1,46,0,Quarterly,5
688,25,1,15,0,59,2,4.7,1,44,5,Monthly,4
689,19,1,9,1,91,2,4.7,1,35,2,Every 3 Months,2
690,25,1,18,1,68,1,4.8,1,45,0,Weekly,6
691,60,1,0,0,21,2,2.9,1,37,4,Bi-Weekly,1
692,35,1,22,0,95,1,4.0,1,40,3,Every 3 Months,2
693,46,1,18,1,52,1,3.1,1,30,1,Every 3 Months,2
694,41,1,5,1,21,0,3.5,1,38,5,Every 3 Months,2
695,30,1,18,1,67,2,3.7,1,15,3,Every 3 Months,2
696,44,1,1,0,42,0,2.8,1,49,1,Monthly,4
697,61,1,15,0,63,2,4.6,1,40,3,Quarterly,5
698,55,1,3,2,41,3,3.8,1,40,3,Weekly,6
699,50,1,7,0,46,0,2.6,1,5,4,Weekly,6
700,57,1,13,1,79,3,4.1,1,5,4,Monthly,4
701,51,1,3,2,90,0,3.3,1,5,3,Every 3 Months,2
702,18,1,16,1,71,3,3.4,1,1,1,Weekly,6
703,63,1,5,1,87,2,3.0,1,21,5,Weekly,6
704,34,1,9,1,66,1,3.2,1,18,4,Annually,0
705,25,1,13,1,90,2,4.5,1,49,1,Quarterly,5
706,46,1,11,1,47,2,4.8,1,27,3,Weekly,6
707,59,1,16,1,38,1,3.7,1,21,5,Annually,0
708,37,1,0,0,50,2,3.4,1,19,1,Fortnightly,3
709,49,1,10,3,79,2,4.6,1,23,3,Monthly,4
710,22,1,15,0,91,1,4.1,1,26,4,Fortnightly,3
711,64,1,3,2,60,1,3.5,1,13,0,Bi-Weekly,1
712,42,1,2,1,81,2,3.8,1,36,0,Quarterly,5
713,37,1,9,1,90,2,2.6,1,39,0,Bi-Weekly,1
714,26,1,10,3,70,0,4.4,1,40,3,Fortnightly,3
715,33,1,11,1,63,1,2.6,1,37,3,Quarterly,5
716,30,1,12,0,29,1,3.6,1,9,5,Bi-Weekly,1
717,21,1,21,1,90,1,4.2,1,7,5,Every 3 Months,2
718,22,1,16,1,22,2,4.6,1,25,0,Annually,0
719,63,1,18,1,22,2,3.3,1,42,5,Bi-Weekly,1
720,33,1,12,0,62,0,3.4,1,19,3,Weekly,6
721,43,1,2,1,57,2,4.4,1,41,3,Every 3 Months,2
722,27,1,23,1,32,2,4.3,1,50,1,Bi-Weekly,1
723,35,1,12,0,53,0,3.5,1,43,4,Monthly,4
724,37,1,24,1,79,0,4.7,1,36,5,Every 3 Months,2
725,61,1,8,0,61,3,3.1,1,33,3,Fortnightly,3
726,32,1,18,1,78,2,3.6,1,20,0,Every 3 Months,2
727,62,1,23,1,97,3,4.8,1,37,5,Every 3 Months,2
728,29,1,11,1,78,3,3.7,1,12,4,Every 3 Months,2
729,41,1,22,0,56,2,3.2,1,46,4,Every 3 Months,2
730,48,1,3,2,25,2,3.9,1,28,5,Fortnightly,3
731,43,1,4,3,28,1,3.5,1,30,4,Fortnightly,3
732,34,1,16,1,57,1,2.8,1,28,1,Bi-Weekly,1
733,45,1,5,1,36,0,2.7,1,20,3,Bi-Weekly,1
734,65,1,16,1,69,3,3.1,1,39,0,Every 3 Months,2
735,61,1,22,0,48,0,3.6,1,48,1,Bi-Weekly,1
736,18,1,5,1,58,1,2.9,1,32,2,Every 3 Months,2
737,47,1,22,0,24,1,3.6,1,28,4,Annually,0
738,56,1,22,0,31,3,3.5,1,27,5,Quarterly,5
739,64,1,18,1,29,2,3.5,1,26,5,Bi-Weekly,1
740,26,1,11,1,69,2,2.8,1,22,2,Fortnightly,3
741,22,1,24,1,79,2,4.7,1,23,0,Every 3 Months,2
742,64,1,13,1,39,2,3.1,1,21,3,Quarterly,5
743,21,1,22,0,84,0,4.9,1,36,1,Weekly,6
744,67,1,3,2,66,1,4.1,1,42,3,Bi-Weekly,1
745,46,1,24,1,92,0,4.7,1,4,5,Monthly,4
746,40,1,14,2,45,3,2.5,1,47,2,Annually,0
747,51,1,18,1,74,1,4.4,1,13,0,Weekly,6
748,35,1,8,0,39,0,3.9,1,8,0,Quarterly,5
749,56,1,15,0,71,3,3.7,1,11,3,Quarterly,5
750,25,1,24,1,95,0,3.4,1,5,5,Annually,0
751,65,1,6,0,72,0,4.8,1,1,2,Monthly,4
752,39,1,15,0,85,0,4.2,1,17,4,Every 3 Months,2
753,47,1,3,2,54,0,3.4,1,27,5,Quarterly,5
754,36,1,6,0,41,1,2.9,1,3,3,Quarterly,5
755,66,1,4,3,24,1,3.3,1,22,4,Weekly,6
756,62,1,1,0,99,2,4.8,1,24,1,Fortnightly,3
757,41,1,9,1,32,0,3.8,1,18,3,Quarterly,5
758,66,1,17,2,71,2,4.6,1,39,0,Every 3 Months,2
759,51,1,5,1,49,3,2.6,1,25,2,Fortnightly,3
760,33,1,6,0,50,0,3.4,1,6,1,Annually,0
761,57,1,12,0,91,0,4.2,1,26,0,Weekly,6
762,45,1,1,0,46,0,3.9,1,43,3,Fortnightly,3
763,61,1,23,1,50,1,2.9,1,6,2,Monthly,4
764,55,1,19,1,39,0,4.2,1,6,3,Quarterly,5
765,54,1,20,2,99,2,3.0,1,13,1,Quarterly,5
766,57,1,6,0,48,3,3.6,1,13,4,Monthly,4
767,27,1,4,3,77,0,2.5,1,11,1,Annually,0
768,64,1,0,0,95,1,2.6,1,45,5,Weekly,6
769,52,1,21,1,100,1,4.3,1,8,4,Monthly,4
770,19,1,20,2,54,1,3.3,1,8,2,Annually,0
771,22,1,23,1,68,0,2.6,1,34,0,Fortnightly,3
772,18,1,11,1,22,0,3.6,1,40,3,Bi-Weekly,1
773,29,1,8,0,84,3,2.6,1,14,3,Bi-Weekly,1
774,42,1,8,0,46,2,3.5,1,11,2,Quarterly,5
775,49,1,7,0,53,3,3.0,1,8,4,Monthly,4
776,49,1,16,1,60,1,5.0,1,8,5,Every 3 Months,2
777,55,1,21,1,32,1,2.5,1,37,5,Weekly,6
778,29,1,21,1,50,2,2.9,1,23,3,Annually,0
779,60,1,5,1,94,1,4.6,1,38,1,Annually,0
780,34,1,17,2,26,1,3.6,1,38,1,Quarterly,5
781,30,1,15,0,44,3,3.0,1,12,2,Fortnightly,3
782,28,1,9,1,57,2,4.5,1,15,1,Weekly,6
783,63,1,24,1,65,3,4.5,1,38,4,Fortnightly,3
784,31,1,11,1,72,3,3.2,1,41,0,Every 3 Months,2
785,46,1,18,1,62,1,4.0,1,37,4,Fortnightly,3
786,70,1,8,0,21,3,4.8,1,16,0,Every 3 Months,2
787,53,1,7,0,85,1,3.7,1,25,5,Weekly,6
788,50,1,13,1,51,2,3.8,1,18,0,Quarterly,5
789,33,1,7,0,84,0,2.7,1,4,2,Bi-Weekly,1
790,22,1,23,1,37,2,4.9,1,12,0,Quarterly,5
791,50,1,15,0,44,2,3.1,1,35,4,Fortnightly,3
792,34,1,20,2,45,1,4.2,1,45,5,Weekly,6
793,24,1,13,1,35,2,3.8,1,16,2,Monthly,4
794,69,1,0,0,50,3,4.2,1,10,3,Fortnightly,3
795,39,1,14,2,26,2,4.6,1,34,5,Annually,0
796,42,1,21,1,78,0,4.0,1,43,2,Annually,0
797,42,1,4,3,82,0,4.0,1,38,3,Weekly,6
798,29,1,21,1,39,1,3.8,1,48,4,Every 3 Months,2
799,55,1,1,0,55,2,3.3,1,31,4,Annually,0
800,32,1,21,1,20,2,2.6,1,20,1,Every 3 Months,2
801,25,1,1,0,29,0,4.9,1,12,2,Fortnightly,3
802,38,1,13,1,41,3,3.5,1,2,0,Weekly,6
803,32,1,18,1,38,3,2.8,1,30,5,Every 3 Months,2
804,43,1,3,2,47,2,2.6,1,28,5,Quarterly,5
805,41,1,5,1,30,2,3.7,1,40,3,Monthly,4
806,56,1,11,1,56,2,2.7,1,46,4,Quarterly,5
807,27,1,24,1,89,3,3.3,1,15,2,Weekly,6
808,46,1,17,2,96,0,4.6,1,38,1,Every 3 Months,2
809,48,1,3,2,81,0,4.9,1,30,4,Bi-Weekly,1
810,52,1,15,0,83,0,4.9,1,32,3,Bi-Weekly,1
811,18,1,20,2,35,3,2.7,1,36,5,Quarterly,5
812,64,1,3,2,56,2,3.2,1,32,2,Weekly,6
813,54,1,7,0,45,2,2.9,1,14,3,Annually,0
814,31,1,16,1,62,3,3.8,1,8,4,Monthly,4
815,30,1,8,0,84,1,3.0,1,27,5,Bi-Weekly,1
816,26,1,23,1,24,2,3.9,1,24,3,Monthly,4
817,25,1,7,0,21,1,4.7,1,30,4,Fortnightly,3
818,59,1,16,1,91,3,4.9,1,34,3,Monthly,4
819,55,1,22,0,36,3,4.8,1,28,3,Quarterly,5
820,56,1,20,2,39,1,2.5,1,27,3,Monthly,4
821,62,1,9,1,39,1,3.9,1,31,2,Bi-Weekly,1
822,35,1,16,1,59,3,3.4,1,23,0,Annually,0
823,51,1,22,0,27,3,2.5,1,11,2,Quarterly,5
824,61,1,2,1,94,1,3.0,1,48,1,Quarterly,5
825,27,1,1,0,94,0,3.6,1,17,1,Monthly,4
826,54,1,5,1,94,3,3.6,1,36,4,Weekly,6
827,31,1,17,2,51,0,4.1,1,33,0,Fortnightly,3
828,24,1,21,1,62,0,3.7,1,27,4,Bi-Weekly,1
829,42,1,21,1,57,1,3.1,1,14,2,Fortnightly,3
830,41,1,18,1,76,0,4.2,1,5,2,Annually,0
831,66,1,6,0,63,2,4.3,1,47,1,Every 3 Months,2
832,58,1,10,3,80,0,2.5,1,28,1,Bi-Weekly,1
833,43,1,7,0,68,0,3.5,1,11,2,Annually,0
834,52,1,0,0,89,2,3.1,1,18,2,Weekly,6
835,35,1,3,2,26,2,2.5,1,21,3,Weekly,6
836,23,1,6,0,90,3,3.9,1,22,1,Bi-Weekly,1
837,25,1,9,1,28,1,4.9,1,33,1,Every 3 Months,2
838,33,1,4,3,29,1,4.3,1,49,2,Annually,0
839,48,1,16,1,31,1,2.6,1,10,3,Every 3 Months,2
840,42,1,16,1,24,2,4.2,1,18,4,Weekly,6
841,55,1,23,1,88,2,2.6,1,28,4,Fortnightly,3
842,59,1,16,1,87,1,3.6,1,25,4,Weekly,6
843,65,1,9,1,80,2,3.2,1,6,4,Weekly,6
844,59,1,14,2,48,3,4.4,1,44,5,Bi-Weekly,1
845,31,1,1,0,21,3,3.7,1,30,5,Monthly,4
846,49,1,3,2,72,1,3.7,1,42,3,Quarterly,5
847,53,1,9,1,44,0,4.1,1,30,4,Monthly,4
848,48,1,14,2,73,0,3.6,1,33,2,Bi-Weekly,1
849,23,1,11,1,61,1,4.3,1,24,4,Quarterly,5
850,68,1,17,2,20,3,2.6,1,13,5,Monthly,4
851,35,1,14,2,86,2,2.9,1,19,3,Monthly,4
852,34,1,5,1,60,1,4.2,1,23,3,Every 3 Months,2
853,62,1,8,0,43,3,4.0,1,35,1,Monthly,4
854,21,1,13,1,44,1,4.3,1,22,5,Monthly,4
855,70,1,21,1,76,1,3.0,1,14,2,Quarterly,5
856,55,1,16,1,33,2,3.5,1,47,3,Fortnightly,3
857,43,1,18,1,60,0,3.0,1,50,3,Every 3 Months,2
858,19,1,10,3,26,0,3.1,1,33,4,Weekly,6
859,47,1,9,1,73,3,4.0,1,7,3,Monthly,4
